회차,ai_개념,target_grade,chunk_id,개념_정의_초안,a1_쿼리,status,is_ai_concept,소요시간,글자수
2,예측,4,4국02-03,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,"자료의 변화나 규칙성을 찾아 순서대로 나타내고, 변화의 흐름을 보고 앞으로 일어날 일을 예측할 수 있다. 꺾은선그래프나 대응 관계에서 나타나는 규칙을 순서대로 나타내어 다음에 일어날 결과를 짐작할 수 있다.",success,True,6.47,115
2,요약,4,4국02-02,긴 글에서 중요한 내용만 골라 짧고 간단하게 정리하는 것,"글의 구조를 파악하고 중심 생각을 이해하며, 글에서 중요한 낱말을 찾아 내용을 요약할 수 있다.",success,True,5.64,53
2,정보 신뢰성 평가,6,6국06-02,어떤 정보나 자료의 출처가 믿을 만한지 따져보고 판단하는 것,"디지털 매체 등에서 얻은 정보의 출처를 확인하고 사실과 의견을 구분하며, 다른 정보와 비교하여 정보의 신뢰성을 평가할 수 있다.",success,True,6.95,71
3,분류,4,4수03-10,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,여러 대상의 속성과 특징을 관찰하여 공통점과 차이점을 찾을 수 있다. 기준과 조건에 따라 대상의 공통점과 차이점을 비교하여 분류할 수 있다.,success,True,6.07,78
3,패턴 인식,2,2수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,여러 대상을 관찰하여 공통점과 차이점을 찾을 수 있다. 물체나 수의 배열에서 반복되거나 변화하는 규칙을 찾아 설명할 수 있다.,success,True,5.42,70
3,패턴 인식,4,4수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,여러 대상이나 자료를 관찰하고 비교하여 공통점을 발견할 수 있다. 다양한 모양이나 수의 배열에서 반복되는 규칙과 공통점을 발견하여 설명할 수 있다.,success,True,9.01,82
3,예측,5,4수04-02,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,자료를 시간이나 차례에 따라 순서대로 나타내고 변화하는 흐름을 찾아 앞으로 일어날 일을 짐작할 수 있다. 꺾은선그래프나 데이터의 규칙성과 원인과 결과를 바탕으로 변화의 흐름을 해석할 수 있다.,success,True,5.22,107
3,특징 추출,3,2수03-06,여러 대상 중에서 구분에 도움이 되는 두드러진 성질을 뽑아내는 것,여러 사물이나 대상을 관찰하여 공통점과 차이점을 찾을 수 있다. 대상의 속성을 살펴보고 공통점과 차이점을 관찰하여 구별되는 특징을 설명할 수 있다.,success,True,5.84,82
3,데이터 수집,4,4수04-03,관찰이나 조사를 통해 필요한 자료를 모으는 것,"알아보려는 주제를 해결하기 위해 필요한 정보를 정하고, 이에 알맞은 데이터와 자료를 수집할 수 있다.",success,True,5.78,56
3,데이터 정리,4,4수04-03,모은 자료를 표나 그래프 등으로 알아보기 쉽게 나타내는 것,수집한 자료나 데이터에서 빠진 곳과 틀린 곳을 찾을 수 있다. 표와 그래프를 점검하며 내용 중 빠진 곳과 틀린 곳을 찾아 바르게 고칠 수 있다.,success,True,8.08,80
3,평균과 대표값,5,6수04-01,여러 자료를 대표하는 하나의 값을 구해 전체 경향을 파악하는 것,자료를 크기 순서대로 줄 세우고 가장 많이 나온 값을 찾아 대표하는 값을 알아볼 수 있다. 평균의 의미를 이해하고 수집한 데이터의 특징을 나타낼 수 있다.,success,True,6.37,86
3,확률,6,6수04-05,어떤 일이 일어날 가능성을 수로 나타내는 것,일이 일어날 가능성을 말로 표현할 수 있다. 어떤 일이 일어날 때 나올 수 있는 모든 경우의 가짓수와 특정 사건이 일어나는 가짓수를 셀 수 있다.,success,True,6.08,81
3,데이터 시각화,4,4수04-01,자료를 그래프나 그림으로 표현하여 한눈에 파악할 수 있게 하는 것,수집한 데이터의 특성과 목적에 따라 알맞은 그래프 모양을 골라 나타낼 수 있다.,success,True,6.75,44
3,비교와 순서화,2,2수03-06,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,"길이, 무게, 수의 크기와 같은 기준에 따라 속성을 정하고, 사물의 공통점과 차이점을 비교하여 순서를 정할 수 있다.",success,True,4.23,65
3,반복과 규칙 적용,3,2수02-02,같은 규칙을 여러 번 반복하여 적용해 결과를 얻는 것,"무늬나 수, 도형의 배열에서 반복되는 최소 단위를 찾을 수 있다. 반복되는 최소 단위를 바탕으로 규칙을 찾아 나타내고 적용할 수 있다.",success,True,7.19,75
3,비교와 순서화,4,4수01-02,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,사물이나 수의 공통 속성을 찾아 비교하고 순서를 정할 수 있다. 대상의 공통 속성을 바탕으로 크기나 정해진 기준에 따라 순서대로 나타낼 수 있다.,success,True,6.02,81
3,의사결정트리,4,4수03-10,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,"기준에 따라 네/아니오로 답할 수 있는 질문을 만들고, 질문의 결과에 따라 순서대로 알맞은 결정을 내리거나 대상을 분류할 수 있다.",success,True,7.0,73
3,탐구형 데이터 분석(PPDAC),5,6수04-03,문제를 설정하고 필요한 자료를 수집·정리하여 그래프로 나타내고 해석함으로써 결론을 도출하는 탐구 절차,궁금한 질문을 만들고 이를 해결하기 위해 데이터를 수집하여 표나 그래프로 정리하고 나타낼 수 있다.,success,True,4.57,55
3,인공지능 사물 제작(피지컬 컴퓨팅),6,6실04-06,센서로 정보를 입력받아 인공지능으로 판단하고 로봇·사물이 반응하도록 코딩하여 동작시키는 것,입출력 장치를 연결하고 센서 값의 변화를 관찰할 수 있다. 판단 조건과 동작을 연결하여 인공지능 사물을 만들 수 있다.,success,True,5.77,66
3,분류(과학 도메인),3,4과02-01,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,여러 물체나 생물의 특징을 관찰하여 알맞은 기준에 따라 분류할 수 있다. 대상의 공통점과 차이점을 바탕으로 특징을 관찰하고 무리 지을 수 있다.,success,True,5.11,80
3,로봇의 작동 원리,5,6실04-05,로봇의 종류와 활용 사례를 통해 로봇이 어떻게 작동하는지 이해하는 것,"센서를 통해 들어오는 신호를 받아들이고, 정해진 조건에 따라 어떤 행동을 할지 정할 수 있다. 입력된 신호와 조건에 따른 결과의 관계를 이해하고 컴퓨터나 인공지능이 작동하는 원리를 설명할 수 있다.",success,True,5.67,110
3,분류 기준 설계,6,6수03-05,대상을 나눌 때 기준이 되는 특징을 스스로 정하는 것,대상 간의 공통점과 차이점을 관찰하고 속성에 따라 묶어보며 모호하지 않은 규칙을 정할 수 있다. 인공지능이 데이터를 분류할 수 있도록 명확한 분류 기준을 설계할 수 있다.,success,True,4.92,95
3,의사결정트리,6,6수03-05,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,"'예/아니오'로 답할 수 있는 질문을 만들고, 대상을 가장 잘 나누는 질문을 선택하여 질문 결과에 따라 가지를 치며 순서대로 분류할 수 있다. 조건에 따라 갈래를 나누며 대상을 분류하거나 결정을 내리는 알고리즘을 표현할 수 있다.",success,True,5.04,128
3,분수 기반 픽셀 표현,5,6수01-06,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,"모눈 칸이 나뉘어 있는 정도를 파악하고, 전체 칸 중 특정 색이 차지하는 칸을 분수로 쓸 수 있다.",success,True,10.41,55
3,분수 기반 픽셀 표현,5,6수01-07,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,"격자 칸을 채워 화면을 표현하고, 전체와 부분의 양을 비교할 수 있다. 분수의 의미를 바탕으로 격자 칸을 채우고 전체와 부분의 양을 비교할 수 있다.",success,True,6.72,83
3,그림그래프 기반 데이터 시각화,6,4수04-01,자료를 그림그래프로 나타내고 이를 실생활에 활용하는 것,"그림 한 개가 나타낼 수량을 정하고 수량에 맞춰 그림 개수를 세어 그릴 수 있으며, 그림의 크기와 개수로 양을 비교할 수 있다.",success,True,4.96,71
3,이미지의 시각적 특징 인식,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04",이미지의 색·형태 등 시각적 특징을 발견하고 표현에 활용하는 것,"이미지에서 색깔이나 모양의 차이를 찾아내고, 물체의 테두리 선을 따라 그릴 수 있다.",success,True,10.22,47
3,목적 기반 데이터 정리,6,6수04-03,자료를 수집·분류·정리하여 목적에 맞는 그래프로 나타내고 해석하는 것,해결할 문제를 정하고 이와 관련 있는 정보를 골라 목적에 맞는 기준을 세워 데이터를 정리할 수 있다.,success,True,4.19,56
3,데이터의 시각화,4,4수04-03,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.",수집한 자료의 수를 눈금의 크기로 바꾸어 나타낼 수 있다. 수의 크기에 따라 알맞은 눈금 크기를 정하여 데이터를 한눈에 알아보기 쉽게 시각화할 수 있다.,success,True,6.5,85
3,분류,3,4과02-01,데이터 집합을 공통된 특징이나 조건에 따라 여러 범주로 나누는 과정,"사물의 공통점과 차이점, 조건 등의 속성을 살펴보아 알맞은 기준을 정하고 분류할 수 있다. 기준에 따라 대상을 나누어 묶고 그 특징을 설명할 수 있다.",success,True,4.52,84
3,데이터의 시각화,6,4수04-01,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.",수치 크기를 비교하고 목적에 맞는 적절한 그래프 형태를 선택하여 데이터를 표현할 수 있다. 수집한 데이터의 특성에 따라 알맞은 눈금과 범례를 정하여 그래프로 나타낼 수 있다.,success,True,5.55,97
3,컴퓨터의 픽셀 이미지 인식방법,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04","컴퓨터가 이미지를 처리할 때, 이미지를 작은 격자 단위인 픽셀(pixel)로 나누어 각 픽셀의 색상 값(RGB 등)을 읽고 분석하는 방식","모눈종이 칸에 색을 채워 그림을 표현하고, 색의 밝기를 숫자로 바꾸어 컴퓨터가 이미지를 인식하는 과정을 설명할 수 있다.",success,True,4.87,67
3,데이터 정리,6,6수04-03,"원시(raw) 데이터에서 불필요하거나 오류가 있는 부분을 제거하고, 분석이나 시각화에 적합한 형태로 구조화하는 과정","데이터를 수집할 때 같은 종류끼리 모으고, 비어 있거나 잘못된 정보를 찾아 올바르게 수정할 수 있다. 정보에 적절한 기준표를 부여하여 나타내고 분석할 수 있다.",success,True,4.56,89
3,공통점과 차이점 구별하기,6,6과06-02,두 가지 이상의 대상이나 개념을 비교할 때 서로 같은 점(공통점)과 서로 다른 점(차이점)을 찾아내는 사고 과정,"관찰 대상의 특징을 찾아내고, 같은 속성과 다른 속성을 짝지어 비교하며, 공통 속성과 차이 속성으로 분류 기준을 만들 수 있다.",success,True,5.77,71
3,인공지능 순서도 이해하기,6,6실05-01,인공지능이 문제를 해결하거나 작업을 수행할 때 따르는 처리 과정과 흐름을 도식화한 순서도를 보고 그 의미를 파악하는 것,"약속된 기호의 뜻을 알고 화살표 방향을 따라가며, 질문에 '예' 또는 '아니오'로 판단하여 인공지능 알고리즘의 순서도를 이해할 수 있다.",success,True,5.63,76
3,대표값,5,6수04-01,자료 전체를 대표할 수 있는 하나의 값,"자료를 수집하여 가장 많이 나온 값을 세고, 자료를 크기순으로 줄 세울 수 있다.",success,True,4.38,45
3,평균값,6,6수04-01,여러 수를 다 더해서 개수로 나눈 값,자료의 수량을 모아 똑같이 나누거나 평평하게 골라 평균의 의미를 이해하고 구할 수 있다.,success,True,4.45,49
3,"숫자, 글자, 소리, 이미지 데이터",6,6실05-04,컴퓨터가 다루는 다양한 형태의 자료들로 컴퓨터 안에서는 모두 0과 1(디지털 신호)로 저장됨,"숫자, 글자, 소리, 이미지와 같은 다양한 감각 정보를 구분하고, 이러한 정보를 숫자나 기호로 바꾸어 적을 수 있다. 또한 컴퓨터가 읽을 수 있는 형태로 데이터를 모을 수 있다.",success,True,5.76,99
3,의사코드,6,6실05-01,프로그램이 어떻게 동작할지 사람이 이해하기 쉬운 말로 순서대로 적어놓은 것.,"문제 해결 과정을 순서대로 나열하고 조건에 따라 나누며 명령을 반복하는 알고리즘으로 표현할 수 있다. 컴퓨터가 실행할 처리 절차를 순서대로 나열하고, 조건에 따라 나누거나 명령을 반복하여 알맞은 성취 과정을 나타낼 수 있다.",success,True,6.52,125
3,자연어,6,6실05-01,사람이 일상적으로 쓰는 말,"글이나 문장에서 낱말을 나누고 낱말의 종류를 묶을 수 있으며, 맥락에 맞게 문장의 순서를 따질 수 있다.",success,True,8.11,58
3,디지털과 아날로그,6,6실05-04,디지털은 정보를 0과 1처럼 끊어진 숫자 신호로 표현하는 방식이고 아날로그는 정보를 시간에 따라 연속적으로 변하는 신호로 표현하는 방식,연속적인 변화를 관찰하고 일정한 간격으로 나누어 칸마다 숫자를 대입함으로써 아날로그 신호를 디지털 데이터로 표현할 수 있다.,success,True,4.66,69
3,데이터의 유형,6,6실05-04,"자료의 성격에 따른 분류. 수치로 된 데이터(수치형), 범주로 나뉘는 데이터(범주형), 글·소리·영상 같은 비정형 데이터 등으로 나눌 수 있음","글자나 숫자 같은 모양을 구분하고, 정보의 형태에 맞춰 다르게 다루며, 상황에 맞는 데이터 형태를 선택할 수 있다.",success,True,6.54,64
3,기계학습과 딥러닝,6,6실05-05,"기계학습의 한 종류로, 사람의 뇌 신경망을 본뜬 인공신경망을 여러 층 쌓아서 더 복잡한 패턴을 학습하는 방법",다양한 예시 속 공통점을 찾을 수 있다. 입력과 결과의 관계 규칙을 만들 수 있다. 틀린 부분을 수정하여 규칙을 고칠 수 있다.,success,True,7.31,71
3,언플러그드 활동,6,6실05-01,"컴퓨터나 전기 장치 없이도 놀이·게임·카드·몸동작 등으로 컴퓨터 과학의 원리(알고리즘, 코딩 개념 등)를 배우는 활동","컴퓨터 없이 규칙에 따라 몸을 움직이거나 신호나 기호로 정보를 표현하고, 단계별 이동 경로를 따라가며 문제를 해결할 수 있다.",success,True,4.66,70
3,강화학습,6,6실05-05,"컴퓨터(에이전트)가 행동을 해보고 그 결과로 보상이나 벌을 받으면서, 더 나은 행동을 스스로 찾아가도록 학습하는 방법","문제 해결을 위해 여러 가지 방법을 시도해 보고, 각 시도에 따른 점수를 확인하며 점수를 비교하여 최선의 방법을 찾을 수 있다.",success,True,9.1,71
3,예측,4,4국02-03,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,수의 배열이나 자료의 변화에서 규칙을 찾아 순서대로 나열할 수 있다. 자료의 경향성과 변화 흐름을 살펴보고 다음에 이어질 상황을 예측하여 순서대로 나열할 수 있다.,success,True,7.23,91
3,요약,4,4국02-02,긴 글에서 중요한 내용만 골라 짧고 간단하게 정리하는 것,글의 문맥과 뜻을 이해하여 중심 내용이 드러난 중요한 낱말에 줄을 긋고 글의 내용을 요약할 수 있다. 글의 주제와 핵심어를 바탕으로 중요한 낱말에 줄을 긋고 글을 간단하게 정리할 수 있다.,success,True,6.22,105
3,정보 신뢰성 평가,6,6국06-02,어떤 정보나 자료의 출처가 믿을 만한지 따져보고 판단하는 것,정보의 출처를 확인하고 근거와 사실을 비교할 수 있다. 여러 자료를 맞춰보며 정보의 신뢰성을 평가할 수 있다.,success,True,7.83,61
