회차,ai_개념,target_grade,chunk_id,개념_정의_초안,a1_쿼리,status,is_ai_concept,소요시간,글자수
2,요약,4,4국02-02,긴 글에서 중요한 내용만 골라 짧고 간단하게 정리하는 것,글을 읽고 문맥과 주제를 이해하며 중요한 부분에 줄을 긋고 핵심 내용을 바탕으로 글의 내용을 요약할 수 있다.,success,True,5.32,61
2,정보 신뢰성 평가,6,6국06-02,어떤 정보나 자료의 출처가 믿을 만한지 따져보고 판단하는 것,"수집한 자료에서 출처와 작성자를 확인하고 사실과 의견을 구분하며, 다른 자료와 내용을 비교하여 정보의 신뢰성을 평가할 수 있다.",success,True,5.5,71
3,분류,4,4수03-10,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,대상의 속성과 특징을 바탕으로 공통점과 차이점을 관찰할 수 있다. 정해진 기준이나 규칙에 따라 대상을 나누고 묶어 분류할 수 있다.,success,True,5.64,73
3,패턴 인식,2,2수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,대상을 관찰하여 공통점과 차이점을 찾을 수 있다. 여러 가지 대상의 특징을 비교하여 공통점과 차이점을 바탕으로 규칙을 찾아 설명할 수 있다.,success,True,5.13,78
3,패턴 인식,4,4수02-01,자료나 사물의 배열에서 일정하게 반복되거나 변화하는 규칙을 찾아내는 것,여러 대상이나 자료를 관찰하여 나타나는 공통점을 찾을 수 있다. 관찰한 공통점을 바탕으로 반복되거나 변화하는 규칙을 찾아 다양하게 표현할 수 있다.,success,True,6.11,82
3,예측,5,4수04-02,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,자료를 순서대로 나열하고 변화하는 패턴을 찾아 앞으로 일어날 일을 예측할 수 있다. 데이터의 변화 흐름을 살펴보고 다음에 나타날 결과를 짐작할 수 있다.,success,True,6.72,85
3,특징 추출,3,2수03-06,여러 대상 중에서 구분에 도움이 되는 두드러진 성질을 뽑아내는 것,"여러 대상의 공통점과 차이점을 관찰하기를 통해 탐색하고, 대상의 속성 중 중요한 특징을 찾아내어 설명할 수 있다.",success,True,5.32,63
3,데이터 수집,4,4수04-03,관찰이나 조사를 통해 필요한 자료를 모으는 것,"알아보려는 목적에 맞게 필요한 정보 종류를 정하고, 관찰이나 측정을 통해 적절한 데이터를 수집할 수 있다.",success,True,5.62,59
3,데이터 정리,4,4수04-03,모은 자료를 표나 그래프 등으로 알아보기 쉽게 나타내는 것,수집한 데이터에서 빠지거나 잘못된 정보를 찾아내어 올바르게 고치고 정리할 수 있다. 표와 그래프를 바탕으로 데이터의 속성과 값을 확인하고 빠지거나 잘못된 정보를 찾아낼 수 있다.,success,True,4.99,99
3,평균과 대표값,5,6수04-01,여러 자료를 대표하는 하나의 값을 구해 전체 경향을 파악하는 것,자료를 크기순으로 모아 놓거나 전체를 모두 모아서 똑같이 나누어 대표하는 값을 구할 수 있다.,success,True,4.83,52
3,확률,6,6수04-05,어떤 일이 일어날 가능성을 수로 나타내는 것,"모든 경우의 수를 세고 특정 조건에 맞는 경우를 고를 수 있으며, 전체와 부분의 비율을 비교할 수 있다.",success,True,4.81,58
3,데이터 시각화,4,4수04-01,자료를 그래프나 그림으로 표현하여 한눈에 파악할 수 있게 하는 것,"자료의 목적과 특성에 따라 데이터를 나타내기에 알맞은 그래프 모양을 고르고, 데이터의 의미가 잘 드러나도록 표현할 수 있다.",success,True,5.0,69
3,비교와 순서화,2,2수03-06,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,여러 대상에서 공통 속성을 찾아 비교하고 정해진 기준에 따라 순서를 정할 수 있다. 대상의 공통 속성을 바탕으로 크기나 수량을 비교하여 순서대로 나타낼 수 있다.,success,True,6.3,90
3,반복과 규칙 적용,3,2수02-02,같은 규칙을 여러 번 반복하여 적용해 결과를 얻는 것,똑같은 순서대로 움직여 보며 정해진 반복과 규칙을 찾을 수 있다. 조건에 따른 정해진 순서를 이해하고 규칙을 적용할 수 있다.,success,True,4.97,70
3,비교와 순서화,4,4수01-02,여러 대상의 크기나 양을 비교하여 순서를 정하는 것,여러 대상의 공통 속성을 정하여 크기나 양을 비교하고 차례대로 순서를 정할 수 있다. 공통 속성을 정하여 대상의 위치나 차례를 알아보고 순서화할 수 있다.,success,True,5.85,86
3,의사결정트리,4,4수03-10,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,어떤 대상을 나누거나 선택할 때 예 또는 아니오로 답할 수 있는 질문을 만들어 조건에 따라 순서대로 알맞은 결정을 내릴 수 있다. 질문의 답에 따라 갈래를 이어 나가며 문제 해결 방법을 찾을 수 있다.,success,True,6.87,112
3,탐구형 데이터 분석(PPDAC),5,6수04-03,문제를 설정하고 필요한 자료를 수집·정리하여 그래프로 나타내고 해석함으로써 결론을 도출하는 탐구 절차,"알아보려는 주제에 맞게 질문을 정하고, 이를 해결하는 데 필요한 데이터나 자료를 모아 탐구할 수 있다.",success,True,6.49,57
3,인공지능 사물 제작(피지컬 컴퓨팅),6,6실04-06,센서로 정보를 입력받아 인공지능으로 판단하고 로봇·사물이 반응하도록 코딩하여 동작시키는 것,센서 신호를 확인하고 설정한 조건에 맞춰 동작을 정할 수 있다. 센서와 모터 등 입력과 출력을 연결하여 조건에 따라 작동하는 인공지능 사물을 만들어 표현할 수 있다.,success,True,6.44,92
3,분류(과학 도메인),3,4과02-01,주어진 대상을 공통된 특징이나 기준에 따라 몇 가지 범주로 나누는 것,"여러 대상의 공통점과 차이점을 관찰하고, 정해진 기준에 따라 구분하여 나누고 묶을 수 있다.",success,True,4.31,51
3,로봇의 작동 원리,5,6실04-05,로봇의 종류와 활용 사례를 통해 로봇이 어떻게 작동하는지 이해하는 것,주변의 신호를 모으고 정해진 조건에 맞춰 판단하여 작동하는 원리를 이해할 수 있다. 다양한 신호를 모아 조건에 따라 판단하고 알맞게 움직이는 과정을 알고리즘이나 순서도로 나타낼 수 있다.,success,True,7.0,104
3,분류 기준 설계,6,6수03-05,대상을 나눌 때 기준이 되는 특징을 스스로 정하는 것,"대상들의 공통점과 차이점을 찾아 예/아니오로 답할 수 있는 질문을 만들고, 모든 대상이 하나에만 포함되는지 확인할 수 있다.",success,True,5.88,69
3,의사결정트리,6,6수03-05,여러 조건에 따라 질문을 나눠가며 대상을 분류하거나 결정을 내리는 나무 모양의 구조,대상의 특징을 찾고 예/아니오 기준을 정하여 순서대로 갈라지며 분류할 수 있다. 데이터의 특징을 바탕으로 예/아니오 기준을 정하고 순서대로 갈라지며 문제를 해결할 수 있다.,success,True,7.82,96
3,분수 기반 픽셀 표현,5,6수01-06,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,"모눈 칸을 칠하고, 전체에 대한 색칠된 면적 비율을 구하여 분수나 소수로 나타낼 수 있다. 격자판의 위치와 픽셀을 이해하고, 인공지능이 디지털 화면에 이미지를 표현하는 방식을 설명할 수 있다.",success,True,4.49,107
3,분수 기반 픽셀 표현,5,6수01-07,그림을 격자(픽셀) 단위로 나타낼 때 부분의 크기를 분수로 비교하는 것,전체 모눈 칸수와 칠해진 칸수를 세어 디지털 이미지를 분수로 나타낼 수 있다. 전체 모눈 칸수에 대한 칠해진 칸수의 관계를 이해하고 분수로 표현할 수 있다.,success,True,6.75,87
3,그림그래프 기반 데이터 시각화,6,4수04-01,자료를 그림그래프로 나타내고 이를 실생활에 활용하는 것,"수량을 상징할 그림을 정하고 그림 한 개가 나타내는 수량 기준을 정하여, 조사한 수량에 맞춰 알맞은 그림 개수로 나타낼 수 있다.",success,True,5.42,72
3,이미지의 시각적 특징 인식,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04",이미지의 색·형태 등 시각적 특징을 발견하고 표현에 활용하는 것,"이미지의 색상과 모양을 다르게 보고, 테두리와 구석진 부분을 찾아낼 수 있다. 명암과 대비, 규칙성과 공통점을 바탕으로 시각적 특징을 인식할 수 있다.",success,True,4.83,84
3,목적 기반 데이터 정리,6,6수04-03,자료를 수집·분류·정리하여 목적에 맞는 그래프로 나타내고 해석하는 것,"탐구나 조사의 목적을 확인하고, 목적에 맞는 필요한 정보를 골라 알맞은 정리 기준을 정할 수 있다.",success,True,8.53,55
3,데이터의 시각화,4,4수04-03,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.",조사한 수량이나 데이터의 특징을 알아보기 쉽게 상징 그림으로 표현할 수 있다.,success,True,5.15,43
3,분류,3,4과02-01,데이터 집합을 공통된 특징이나 조건에 따라 여러 범주로 나누는 과정,대상들의 속성과 특징을 바탕으로 공통점과 차이점을 찾을 수 있다. 정해진 기준에 따라 대상을 나누고 무리 지어 분류할 수 있다.,success,True,4.38,71
3,데이터의 시각화,6,4수04-01,"숫자나 텍스트로만 존재하는 데이터를 시각적 요소(막대, 선, 점, 색상 등)로 변환해 보여주는 과정.","수를 크기와 형태에 따라 나누고, 알맞은 그래프나 모양을 선택하여 눈금과 범례를 표시할 수 있다.",success,True,9.23,54
3,컴퓨터의 픽셀 이미지 인식방법,5,"6미01-01,6미01-02,6미01-04,6미02-01,6미02-02,6미02-04,6미03-04","컴퓨터가 이미지를 처리할 때, 이미지를 작은 격자 단위인 픽셀(pixel)로 나누어 각 픽셀의 색상 값(RGB 등)을 읽고 분석하는 방식","칸마다 색을 칠하여 나타내고, 색상을 숫자로 바꾸어 적어 컴퓨터가 그림을 데이터로 인식하는 과정을 표현할 수 있다. 칸의 색을 숫자로 나타내어 디지털 정보로 변환할 수 있다.",success,True,7.22,97
3,데이터 정리,6,6수04-03,"원시(raw) 데이터에서 불필요하거나 오류가 있는 부분을 제거하고, 분석이나 시각화에 적합한 형태로 구조화하는 과정","수집한 데이터에서 빠지거나 잘못된 부분을 찾아 고치고, 같은 기준으로 형식을 통일할 수 있다. 데이터의 중복된 내용을 하나로 줄여 자료를 적절하게 정리할 수 있다.",success,True,5.76,91
3,공통점과 차이점 구별하기,6,6과06-02,두 가지 이상의 대상이나 개념을 비교할 때 서로 같은 점(공통점)과 서로 다른 점(차이점)을 찾아내는 사고 과정,관찰 기준을 정하여 대상의 속성을 찾아낼 수 있다. 찾아낸 속성을 바탕으로 대상 간의 같은 속성과 다른 속성을 모아볼 수 있다.,success,True,4.98,71
3,인공지능 순서도 이해하기,6,6실05-01,인공지능이 문제를 해결하거나 작업을 수행할 때 따르는 처리 과정과 흐름을 도식화한 순서도를 보고 그 의미를 파악하는 것,"순서도에서 시작과 끝을 찾아 표시하고, 상자 안의 명령을 순서대로 따라갈 수 있다. 질문에 따라 화살표 갈래를 선택하며 알고리즘의 실행 과정을 나타낼 수 있다.",success,True,5.43,89
3,대표값,5,6수04-01,자료 전체를 대표할 수 있는 하나의 값,조사하려는 내용에 따라 자료를 모으고 정리할 수 있다. 정리한 자료에서 가장 자주 나온 값을 세어보고 그 특징을 설명할 수 있다.,success,True,6.89,72
3,평균값,6,6수04-01,여러 수를 다 더해서 개수로 나눈 값,"자료의 수치를 모두 더하고 전체 개수로 똑같이 나누어 대표하는 값을 나타낼 수 있으며, 자료에서 극단적인 값을 찾아낼 수 있다.",success,True,5.12,71
3,"숫자, 글자, 소리, 이미지 데이터",6,6실05-04,컴퓨터가 다루는 다양한 형태의 자료들로 컴퓨터 안에서는 모두 0과 1(디지털 신호)로 저장됨,"숫자, 글자, 소리, 이미지 등 다양한 정보를 관찰하여 형태별로 나눌 수 있다. 정보를 숫자로 바꾸어 기록할 수 있으며, 서로 다른 형태의 자료를 연결할 수 있다.",success,True,8.93,91
3,의사코드,6,6실05-01,프로그램이 어떻게 동작할지 사람이 이해하기 쉬운 말로 순서대로 적어놓은 것.,"문제를 해결하는 과정을 순서대로 나열하고, 조건에 따라 갈라지거나 똑같이 되풀이하는 알고리즘을 만들고 표현할 수 있다.",success,True,5.63,66
3,자연어,6,6실05-01,사람이 일상적으로 쓰는 말,문장을 띄어 쓰기 단위로 나누고 낱말의 뜻을 찾아 연결할 수 있다. 문맥에 따라 가장 적절한 의미를 고를 수 있다.,success,True,5.9,64
3,디지털과 아날로그,6,6실05-04,디지털은 정보를 0과 1처럼 끊어진 숫자 신호로 표현하는 방식이고 아날로그는 정보를 시간에 따라 연속적으로 변하는 신호로 표현하는 방식,연속된 변화를 관찰하고 일정한 간격으로 나누어 가장 가까운 숫자로 바꿀 수 있다. 아날로그 자료를 디지털 데이터로 나타내는 과정을 설명할 수 있다.,success,True,11.1,82
3,데이터의 유형,6,6실05-04,"자료의 성격에 따른 분류. 수치로 된 데이터(수치형), 범주로 나뉘는 데이터(범주형), 글·소리·영상 같은 비정형 데이터 등으로 나눌 수 있음",다양한 정보의 형태를 살펴보고 숫자 정보와 글자 정보를 구분할 수 있다. 정보의 특성에 따라 연산이 가능한지 확인할 수 있다.,success,True,5.18,70
3,기계학습과 딥러닝,6,6실05-05,"기계학습의 한 종류로, 사람의 뇌 신경망을 본뜬 인공신경망을 여러 층 쌓아서 더 복잡한 패턴을 학습하는 방법","대상의 모습을 보고 분류할 수 있으며, 여러 데이터에서 규칙을 찾을 수 있다. 인공지능이 주어진 자료에서 스스로 특징을 찾아내어 판별하는 과정을 설명할 수 있다.",success,True,6.4,90
3,언플러그드 활동,6,6실05-01,"컴퓨터나 전기 장치 없이도 놀이·게임·카드·몸동작 등으로 컴퓨터 과학의 원리(알고리즘, 코딩 개념 등)를 배우는 활동","컴퓨터 없이 신호로 의사소통하며 주어진 규칙대로 움직이고, 문제 해결 단계를 순서대로 나열할 수 있다. 기호와 약속을 사용하여 정해진 규칙에 따라 신호로 의사소통하거나 일의 순서를 표현할 수 있다.",success,True,5.1,110
3,강화학습,6,6실05-05,"컴퓨터(에이전트)가 행동을 해보고 그 결과로 보상이나 벌을 받으면서, 더 나은 행동을 스스로 찾아가도록 학습하는 방법",여러 행동을 시도하고 결과를 확인하여 잘한 행동에 칭찬 점수를 줄 수 있다. 시행착오 과정을 거쳐 더 높은 점수를 얻는 방법을 골라 선택할 수 있다.,success,True,5.88,83
3,예측,4,4국02-03,지금까지의 자료나 경향을 바탕으로 앞으로 일어날 일을 미리 짐작하는 것,자료의 변화 흐름과 규칙을 찾아 앞으로 일어날 일을 짐작할 수 있다. 원인과 결과에 따른 변화 과정이나 일의 순서를 생각하여 순서대로 나타낼 수 있다.,success,True,5.42,84
3,요약,4,4국02-02,긴 글에서 중요한 내용만 골라 짧고 간단하게 정리하는 것,글이나 자료의 내용을 이해하고 중요한 부분을 골라낼 수 있다. 전체 내용 중에서 핵심이 되는 중요한 부분을 골라내어 전체 생각을 간단하게 정리할 수 있다.,success,True,6.27,86
3,정보 신뢰성 평가,6,6국06-02,어떤 정보나 자료의 출처가 믿을 만한지 따져보고 판단하는 것,"디지털 매체 등에서 수집한 정보의 출처를 확인하고 사실과 의견을 구분하며, 여러 자료를 비교하여 정보의 신뢰성을 평가할 수 있다.",success,True,4.57,72
